,id_reserva,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,nombre_hotel,valoración,nombre_ciudad,precio_noche,id_cliente,id_ciudad
25,67cc0893-51de-461e-bdf3-72beb87d4672,Bárbara,Jódar,bárbara.jódar@example.com,False,2025-02-09,2025-03-01,2025-03-02,12,Hotel Los Almendros,2.0,Madrid,273.7629755178908,cliente26,1
26,728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,Emiliano,Vergara,emiliano.vergara@example.com,False,2025-02-06,2025-03-01,2025-03-02,11,Hotel Luz de Madrid,3.0,Madrid,269.9356074766355,cliente27,1
27,f4b3e94a-2476-4923-953d-1f76ad90b520,Marisol,Arévalo,marisol.arévalo@example.com,False,2025-02-11,2025-03-01,2025-03-02,17,Hotel Costa Azul,2.0,Madrid,284.282962962963,cliente28,1
28,166f113f-64cf-408d-b1c3-30ef155f8049,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-02,17,Hotel Costa Azul,5.0,Madrid,284.282962962963,cliente29,1
29,b4ec52c7-ac8d-4c68-93f2-56f80786978c,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-02,8,Gran Hotel Madrid,2.0,Madrid,264.9671650485437,cliente30,1
30,bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-02,4,Hotel Encanto Real,5.0,Madrid,278.24399606299215,cliente31,1
31,aca3e915-cf8f-4ee5-b921-f23f909f602b,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-02,9,Hotel Torre Dorada,5.0,Madrid,272.7331755424063,cliente32,1
32,47f91472-4a34-4e03-9cd2-64bbf695dcdd,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-02,5,Palacio del Sol,4.0,Madrid,282.4921499013806,cliente33,1
33,4d0ca33e-6881-4eaa-8c32-caf6273e468b,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-02,8,Gran Hotel Madrid,1.0,Madrid,264.9671650485437,cliente34,1
34,f6149a73-99ec-46f9-ad92-c4174a564beb,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-02,10,Hotel Palacio Imperial,2.0,Madrid,272.24151515151516,cliente35,1
35,25efcc1f-d69a-422f-a887-3341d57c6f09,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-02,4,Hotel Encanto Real,4.0,Madrid,278.24399606299215,cliente36,1
36,5e53a3e0-ed87-48e8-9742-891fe94d1025,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,Hotel Camino del Sol,1.0,Madrid,269.99844357976656,cliente37,1
37,32aa8648-0f85-4405-86bd-ffe32c5bc3eb,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-02,15,Hotel Rincón Sereno,2.0,Madrid,277.31882352941176,cliente38,1
38,b8fc310e-88a1-41eb-abf1-f772cf208fda,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-02,11,Hotel Luz de Madrid,3.0,Madrid,269.9356074766355,cliente39,1
39,9202057b-976a-4e12-980e-d45cac1a2906,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,2,Hotel Camino del Sol,4.0,Madrid,269.99844357976656,cliente40,1
40,2af9827a-93df-4f5e-ac7d-bdda0c84ed31,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,8,Gran Hotel Madrid,5.0,Madrid,264.9671650485437,cliente41,1
41,a099af97-fd17-4374-86fe-9aae15f39bff,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,8,Gran Hotel Madrid,1.0,Madrid,264.9671650485437,cliente42,1
42,73b6396e-25dc-4516-9a8a-047fbdf14eb3,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,18,Hotel Maravilla Real,2.0,Madrid,284.4021186440678,cliente43,1
43,7d8a031b-affa-4506-8a21-36e2e298da06,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,7,Hotel Las Estrellas,1.0,Madrid,271.7063529411765,cliente44,1
44,4670b887-09ee-433b-afa1-556cbb1e930a,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,9,Hotel Torre Dorada,2.0,Madrid,272.7331755424063,cliente45,1
45,444992a6-ce95-43c1-bf32-b9ce3d754672,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,12,Hotel Los Almendros,5.0,Madrid,273.7629755178908,cliente46,1
46,55d863f5-efd2-47ee-b047-b786c056ccef,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,3.0,Madrid,272.4023353293413,cliente47,1
47,458f6999-9db0-4430-88ad-b5d91cfd6ff4,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,3,Hotel Puerta del Cielo,4.0,Madrid,280.15124282982794,cliente48,1
48,9631e12c-9835-45fe-a21a-6271086c3452,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,9,Hotel Torre Dorada,1.0,Madrid,272.7331755424063,cliente49,1
49,ebd89c70-66d4-41d1-b218-dc9113ce6ce6,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,16,Hotel Vista Alegre,3.0,Madrid,279.80214145383104,cliente50,1
50,83b7096f-825e-4937-b0e2-4ec0391bc473,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,2,Hotel Camino del Sol,3.0,Madrid,269.99844357976656,cliente51,1
51,fc781901-7248-4af2-a828-9940d73e7cd9,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,2,Hotel Camino del Sol,3.0,Madrid,269.99844357976656,cliente52,1
52,dcffa24b-86dc-4814-9b26-e1264d8c3f03,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,16,Hotel Vista Alegre,3.0,Madrid,279.80214145383104,cliente53,1
53,16995b12-8790-4bb4-9e39-ad5eccbeb90d,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,16,Hotel Vista Alegre,3.0,Madrid,279.80214145383104,cliente54,1
54,1947713f-2d04-4f87-979d-47b803207fee,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,3.0,Madrid,272.4023353293413,cliente55,1
55,2e03c019-93d2-42ff-a9a4-9351952b3244,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,8,Gran Hotel Madrid,1.0,Madrid,264.9671650485437,cliente56,1
56,1706822e-7d2e-4287-a953-1f039ae68551,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,16,Hotel Vista Alegre,3.0,Madrid,279.80214145383104,cliente57,1
57,692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,12,Hotel Los Almendros,5.0,Madrid,273.7629755178908,cliente58,1
58,509d1ab0-6acc-4c42-b352-4d8e86dfa96d,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,1,Hotel Brisas del Mar,5.0,Madrid,275.2259210526316,cliente59,1
59,02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,3,Hotel Puerta del Cielo,3.0,Madrid,280.15124282982794,cliente60,1
60,ca9bfa6c-1449-4239-9595-779c090af54b,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,2.0,Madrid,272.4023353293413,cliente61,1
61,5a5dd3f5-d360-4242-a827-2729e9d0fd61,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,12,Hotel Los Almendros,5.0,Madrid,273.7629755178908,cliente62,1
62,b7055550-984b-48e4-83f6-637b7f4dd78c,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,7,Hotel Las Estrellas,4.0,Madrid,271.7063529411765,cliente63,1
63,013e4092-d233-4c2f-a772-9e66270e30a4,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,5,Palacio del Sol,4.0,Madrid,282.4921499013806,cliente64,1
64,286afb47-7932-4250-987a-688b472b5344,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,10,Hotel Palacio Imperial,3.0,Madrid,272.24151515151516,cliente65,1
65,d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,4.0,Madrid,272.4023353293413,cliente66,1
66,6de8b910-ab44-4a14-8369-f2723da145ed,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,Hotel Sol y Luna,1.0,Madrid,267.93135869565214,cliente67,1
67,f302dfc4-bdf4-40f0-b08c-6821d3044e5f,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,14,Hotel Mirador Real,1.0,Madrid,273.2852741020794,cliente68,1
68,6741430e-762d-4548-9616-fc40362e0447,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,0,Hotel Monte Verde,4.0,Madrid,276.61238095238093,cliente69,1
69,dd64cf88-9b1f-42ec-9340-39806f5bd744,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,9,Hotel Torre Dorada,2.0,Madrid,272.7331755424063,cliente70,1
70,d7978bb9-da0f-468c-977f-2062c1262a8c,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,2,Hotel Camino del Sol,2.0,Madrid,269.99844357976656,cliente71,1
71,49788f88-6522-4400-96c5-12757260aaeb,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,0,Hotel Monte Verde,5.0,Madrid,276.61238095238093,cliente72,1
72,2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,0,Hotel Monte Verde,4.0,Madrid,276.61238095238093,cliente73,1
73,24bce2d2-a496-4d15-aa24-8796f173f0c7,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,12,Hotel Los Almendros,4.0,Madrid,273.7629755178908,cliente74,1
74,fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,2,Hotel Camino del Sol,1.0,Madrid,269.99844357976656,cliente75,1
75,05d40d78-a173-4044-9c72-ae9c2d8548d6,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,9,Hotel Torre Dorada,5.0,Madrid,272.7331755424063,cliente76,1
76,1696721f-a366-492c-8e7e-ce2bbd11e0b2,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,5.0,Madrid,272.4023353293413,cliente77,1
77,a5ad5040-06cf-47ca-9960-553a91600ce7,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,0,Hotel Monte Verde,1.0,Madrid,276.61238095238093,cliente78,1
78,241e331b-007f-48d2-a184-7164c13d1cda,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,2.0,Madrid,272.4023353293413,cliente79,1
79,3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,4,Hotel Encanto Real,4.0,Madrid,278.24399606299215,cliente80,1
80,6a8b8b3d-bbde-4cb9-b9d4-68029065564c,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-02,16,Hotel Vista Alegre,1.0,Madrid,279.80214145383104,cliente81,1
81,9a69e4c1-f738-47a9-8d37-98c04675c506,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-02,17,Hotel Costa Azul,2.0,Madrid,284.282962962963,cliente82,1
82,2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-02,5,Palacio del Sol,4.0,Madrid,282.4921499013806,cliente83,1
83,77204866-fdb5-45b7-94db-51140a40b06e,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-02,2,Hotel Camino del Sol,5.0,Madrid,269.99844357976656,cliente84,1
84,5e9e808f-a53e-4255-9fc3-a4564be2063d,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-02,15,Hotel Rincón Sereno,4.0,Madrid,277.31882352941176,cliente85,1
85,84902ee1-c371-4fb4-ad4e-bc8d6de33f45,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-02,14,Hotel Mirador Real,5.0,Madrid,273.2852741020794,cliente86,1
86,904651ef-0e30-4880-ad20-6bb392a80aaa,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-02,4,Hotel Encanto Real,3.0,Madrid,278.24399606299215,cliente87,1
87,92cdbb3d-7db3-4c60-b520-52107dc3cf18,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-02,2,Hotel Camino del Sol,1.0,Madrid,269.99844357976656,cliente88,1
88,1f822ddd-d04f-4cd4-8ac1-8c6c06583102,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-02,16,Hotel Vista Alegre,2.0,Madrid,279.80214145383104,cliente89,1
89,ce727457-b05d-4d48-b5e5-002a1a7274a8,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-02,10,Hotel Palacio Imperial,4.0,Madrid,272.24151515151516,cliente90,1
90,be8685ea-5cc1-4983-bfe8-ccdf5170642e,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-02,1,Hotel Brisas del Mar,3.0,Madrid,275.2259210526316,cliente91,1
91,1fd11394-7e1e-482b-8c16-8cb598f41e16,Marcelo,Vendrell,marcelo.vendrell@example.com,False,2025-02-04,2025-03-01,2025-03-02,14,Hotel Mirador Real,4.0,Madrid,273.2852741020794,cliente92,1
92,7078d68a-f0a9-4e31-bde8-25b5247a1f38,Sebastian,Morera,sebastian.morera@example.com,False,2025-02-05,2025-03-01,2025-03-02,11,Hotel Luz de Madrid,2.0,Madrid,269.9356074766355,cliente93,1
93,a0d92562-1485-4306-9dfb-a0078b2d0563,Manolo,Castejón,manolo.castejón@example.com,False,2025-02-03,2025-03-01,2025-03-02,2,Hotel Camino del Sol,1.0,Madrid,269.99844357976656,cliente94,1
94,ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,Graciana,Pinilla,graciana.pinilla@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,Hotel Sol y Luna,1.0,Madrid,267.93135869565214,cliente95,1
95,790cd2e1-ce99-4131-9c7d-73f3534dea93,Vanesa,Dávila,vanesa.dávila@example.com,False,2025-02-08,2025-03-01,2025-03-02,7,Hotel Las Estrellas,1.0,Madrid,271.7063529411765,cliente96,1
96,18eff31c-cd63-4c05-a3f1-a0b05998018e,Marcial,Ramis,marcial.ramis@example.com,False,2025-02-07,2025-03-01,2025-03-02,0,Hotel Monte Verde,3.0,Madrid,276.61238095238093,cliente97,1
97,edfdc0ed-e580-4373-9317-f56cd55f8ef9,Aarón,Mateu,aarón.mateu@example.com,False,2025-02-04,2025-03-01,2025-03-02,12,Hotel Los Almendros,3.0,Madrid,273.7629755178908,cliente98,1
98,99d760d9-b9a0-4c9d-9e6d-d706238a743a,Tito,Montserrat,tito.montserrat@example.com,False,2025-02-06,2025-03-01,2025-03-02,2,Hotel Camino del Sol,1.0,Madrid,269.99844357976656,cliente99,1
99,737db8d2-ef89-4a22-850f-5140b2cc1e9b,Vasco,García,vasco.garcía@example.com,False,2025-02-07,2025-03-01,2025-03-02,4,Hotel Encanto Real,1.0,Madrid,278.24399606299215,cliente100,1
100,eeea3e90-5d2e-4388-a71c-23f539a47218,Nadia,Doménech,nadia.doménech@example.com,False,2025-02-08,2025-03-01,2025-03-02,13,Hotel Sol y Luna,5.0,Madrid,267.93135869565214,cliente101,1
101,49f515de-4edd-4cbd-909a-7c4f53d16da6,Loreto,Villalba,loreto.villalba@example.com,False,2025-02-08,2025-03-01,2025-03-02,5,Palacio del Sol,5.0,Madrid,282.4921499013806,cliente102,1
102,3cc3f204-5347-4617-869f-cd1983b30c65,Estefanía,Naranjo,estefanía.naranjo@example.com,False,2025-02-02,2025-03-01,2025-03-02,1,Hotel Brisas del Mar,2.0,Madrid,275.2259210526316,cliente103,1
103,71d78fbd-4cbe-466f-b928-908ea21d416c,Arturo,Hierro,arturo.hierro@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,Hotel Sol y Luna,3.0,Madrid,267.93135869565214,cliente104,1
104,5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,Emiliana,Beltran,emiliana.beltran@example.com,False,2025-02-06,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,1.0,Madrid,272.4023353293413,cliente105,1
105,5bc1f02e-486a-4c23-aba4-1a4291958e21,Rodrigo,Urrutia,rodrigo.urrutia@example.com,False,2025-02-05,2025-03-01,2025-03-02,3,Hotel Puerta del Cielo,5.0,Madrid,280.15124282982794,cliente106,1
106,74e2b2c3-678d-49d5-9633-b5e0ef775ffb,Isidoro,Echeverría,isidoro.echeverría@example.com,False,2025-02-10,2025-03-01,2025-03-02,1,Hotel Brisas del Mar,1.0,Madrid,275.2259210526316,cliente107,1
107,f1252edf-cd6d-412d-9c99-47fdb83aeaaa,Josefa,Villaverde,josefa.villaverde@example.com,False,2025-02-06,2025-03-01,2025-03-02,12,Hotel Los Almendros,4.0,Madrid,273.7629755178908,cliente108,1
108,a2d8a845-32af-4c60-b3a9-e74366b70db0,Cecilia,Ibañez,cecilia.ibañez@example.com,False,2025-02-12,2025-03-01,2025-03-02,10,Hotel Palacio Imperial,2.0,Madrid,272.24151515151516,cliente109,1
109,93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,Victoria,Salmerón,victoria.salmerón@example.com,False,2025-02-11,2025-03-01,2025-03-02,9,Hotel Torre Dorada,3.0,Madrid,272.7331755424063,cliente110,1
110,de06e925-4221-416a-90d4-00bc635dd8c5,Mar,Taboada,mar.taboada@example.com,False,2025-02-06,2025-03-01,2025-03-02,4,Hotel Encanto Real,3.0,Madrid,278.24399606299215,cliente111,1
111,0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,Maricruz,Huertas,maricruz.huertas@example.com,False,2025-02-11,2025-03-01,2025-03-02,9,Hotel Torre Dorada,5.0,Madrid,272.7331755424063,cliente112,1
112,e98bca35-fc68-46ab-a04e-8df6db644e15,Leonel,Vázquez,leonel.vázquez@example.com,False,2025-02-06,2025-03-01,2025-03-02,0,Hotel Monte Verde,2.0,Madrid,276.61238095238093,cliente113,1
113,49dc985e-ca36-4692-9d8d-98b7bb5df716,Jorge,Llobet,jorge.llobet@example.com,False,2025-02-06,2025-03-01,2025-03-02,0,Hotel Monte Verde,3.0,Madrid,276.61238095238093,cliente114,1
114,337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,Nico,Montenegro,nico.montenegro@example.com,False,2025-02-11,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,1.0,Madrid,272.4023353293413,cliente115,1
115,86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,Cecilio,Chacón,cecilio.chacón@example.com,False,2025-02-02,2025-03-01,2025-03-02,17,Hotel Costa Azul,4.0,Madrid,284.282962962963,cliente116,1
116,d3500633-2caa-47b7-a6dd-796a37525dd2,Rodolfo,Corominas,rodolfo.corominas@example.com,False,2025-02-09,2025-03-01,2025-03-02,13,Hotel Sol y Luna,1.0,Madrid,267.93135869565214,cliente117,1
117,2dd3d6b4-198f-468d-ac48-989847fec748,Bernardo,Ribera,bernardo.ribera@example.com,False,2025-02-05,2025-03-01,2025-03-02,3,Hotel Puerta del Cielo,5.0,Madrid,280.15124282982794,cliente118,1
118,bd6deb8e-a500-4c0c-a706-24c1eec4fdce,Candela,Solano,candela.solano@example.com,False,2025-02-05,2025-03-01,2025-03-02,12,Hotel Los Almendros,5.0,Madrid,273.7629755178908,cliente119,1
119,a7764d9c-3169-4669-91cf-8e205be4f5d7,María Luisa,Aller,maría luisa.aller@example.com,False,2025-02-11,2025-03-01,2025-03-02,5,Palacio del Sol,2.0,Madrid,282.4921499013806,cliente120,1
120,6455e672-2a92-49f3-9792-105c79f2bff1,Reyna,Rius,reyna.rius@example.com,False,2025-02-07,2025-03-01,2025-03-02,15,Hotel Rincón Sereno,3.0,Madrid,277.31882352941176,cliente121,1
121,f9ab1c28-737c-4b6a-9134-288f1d72bba7,Leandro,Ruano,leandro.ruano@example.com,False,2025-02-06,2025-03-01,2025-03-02,6,Hotel Jardines del Rey,3.0,Madrid,272.4023353293413,cliente122,1
